Date,Adj Close AAPL,Adj Close SPY,Close AAPL,Close SPY,High AAPL,High SPY,Low AAPL,Low SPY,Open AAPL,Open SPY,Volume AAPL,Volume SPY,SPY Daily Return,AAPL Daily Return
2017-01-04,27.102956771850586,203.2875213623047,29.0049991607666,226.5800018310547,29.127500534057617,226.75,28.9375,225.61000061035156,28.962499618530273,225.6199951171875,84472400,78744400,0.005949193328053326,-0.0011192843831648869
2017-01-05,27.24078941345215,203.12600708007812,29.15250015258789,226.39999389648438,29.21500015258789,226.5800018310547,28.952499389648438,225.47999572753906,28.979999542236328,226.27000427246094,88774400,78379000,-0.0007944564088429029,0.005085364457476205
2017-01-06,27.544469833374023,203.852783203125,29.477500915527344,227.2100067138672,29.540000915527344,227.75,29.11750030517578,225.89999389648438,29.19499969482422,226.52999877929688,127007600,71559900,0.0035777952262365798,0.011148298130121193
2017-01-09,27.796770095825195,203.17984008789062,29.747499465942383,226.4600067138672,29.857500076293945,227.07000732421875,29.485000610351562,226.4199981689453,29.487499237060547,226.91000366210938,134247600,46939700,-0.0033009109539110515,0.00915947899344527
2017-01-10,27.824798583984375,203.17984008789062,29.77750015258789,226.4600067138672,29.844999313354492,227.4499969482422,29.575000762939453,226.00999450683594,29.6924991607666,226.47999572753906,97848400,63771900,0.0,0.0010085112088111803
2017-01-11,27.974308013916016,203.75404357910156,29.9375,227.10000610351562,29.982500076293945,227.10000610351562,29.649999618530273,225.58999633789062,29.684999465942383,226.36000061035156,110354400,74650000,0.0028261033766421306,0.005373179299545949
2017-01-12,27.857500076293945,203.24266052246094,29.8125,226.52999877929688,29.825000762939453,226.75,29.552499771118164,224.9600067138672,29.725000381469727,226.5,108344800,72113200,-0.0025099397133390156,-0.0041753653444676075
2017-01-13,27.80845069885254,203.7091827392578,29.760000228881836,227.0500030517578,29.905000686645508,227.39999389648438,29.702499389648438,226.69000244140625,29.77750015258789,226.72999572753906,104447600,62717900,0.0022955205723882433,-0.0017609986119300203
2017-01-17,28.032712936401367,202.99142456054688,30.0,226.25,30.059999465942383,226.77999877929688,29.55500030517578,225.8000030517578,29.584999084472656,226.30999755859375,137759200,61240800,-0.0035234663774721398,0.008064508376086854
2017-01-18,28.03037452697754,203.44003295898438,29.997499465942383,226.75,30.125,226.8000030517578,29.927499771118164,225.89999389648438,30.0,226.5399932861328,94852000,54793300,0.0022099447513812542,-8.335113525392845e-05
2017-01-19,27.9813175201416,202.6864013671875,29.94499969482422,225.91000366210938,30.022499084472656,227.0,29.842500686645508,225.41000366210938,29.850000381469727,226.83999633789062,102389200,66608800,-0.003704504246485718,-0.001750138246615185
2017-01-20,28.032712936401367,203.43106079101562,30.0,226.74000549316406,30.112499237060547,227.30999755859375,29.9325008392334,225.97000122070312,30.112499237060547,226.6999969482422,130391600,129168600,0.0036740375264483482,0.0018367108277275168
2017-01-23,28.05139923095703,202.90170288085938,30.020000457763672,226.14999389648438,30.202499389648438,226.80999755859375,29.9424991607666,225.27000427246094,30.0,226.74000549316406,88200800,75061600,-0.00260215040304157,0.0006666819254557144
2017-01-24,28.025705337524414,204.20266723632812,29.99250030517578,227.60000610351562,30.024999618530273,228.0800018310547,29.875,226.27000427246094,29.887500762939453,226.39999389648438,92844000,95555300,0.0064117278185511495,-0.0009160610315973594
2017-01-25,28.471887588500977,205.9701385498047,30.469999313354492,229.57000732421875,30.524999618530273,229.57000732421875,30.06999969482422,228.50999450683594,30.104999542236328,228.6999969482422,129510400,84437700,0.008655541159375613,0.015920613597403488
2017-01-26,28.485902786254883,205.75482177734375,30.485000610351562,229.3300018310547,30.610000610351562,229.7100067138672,30.399999618530273,229.00999450683594,30.417499542236328,229.39999389648438,105350400,59970700,-0.0010454566603079751,0.0004923300733550295
2017-01-27,28.488243103027344,205.43177795410156,30.487499237060547,228.97000122070312,30.587499618530273,229.58999633789062,30.399999618530273,228.75999450683594,30.53499984741211,229.4199981689453,82251600,59711100,-0.001569792907500922,8.196249496328356e-05
2017-01-30,28.41348648071289,204.1578369140625,30.407499313354492,227.5500030517578,30.407499313354492,228.1999969482422,30.165000915527344,226.41000366210938,30.232500076293945,228.1699981689453,121510000,79737300,-0.006201677780385717,-0.002624023803461273
2017-01-31,28.34807777404785,204.1398468017578,30.337499618530273,227.52999877929688,30.34749984741211,227.60000610351562,30.155000686645508,226.32000732421875,30.287500381469727,226.97999572753906,196804000,75880800,-8.791154556209158e-05,-0.0023020536513989054
2017-02-01,30.07676124572754,204.22059631347656,32.1875,227.6199951171875,32.622501373291016,228.58999633789062,31.752500534057617,226.94000244140625,31.75749969482422,227.52999877929688,447940000,79117700,0.00039553614193055253,0.06098064786920476
2017-02-02,30.02536392211914,204.3551788330078,32.13249969482422,227.77000427246094,32.34749984741211,228.10000610351562,31.94499969482422,226.82000732421875,31.9950008392334,227.6199951171875,134841600,69657600,0.0006590332944880206,-0.0017087473452669366
2017-02-03,30.153852462768555,205.76380920410156,32.27000045776367,229.33999633789062,32.29750061035156,229.5500030517578,32.040000915527344,228.4600067138672,32.07749938964844,228.82000732421875,98029200,80563200,0.006892883329587374,0.00427918040131825
2017-02-06,30.436511993408203,205.3959197998047,32.5724983215332,228.92999267578125,32.625,229.3300018310547,32.224998474121094,228.5399932861328,32.282501220703125,228.8699951171875,107383600,57790100,-0.0017877547251082815,0.009373965276680218
2017-02-07,30.726181030273438,205.4049072265625,32.88249969482422,228.94000244140625,33.022499084472656,229.66000366210938,32.61249923706055,228.72000122070312,32.6349983215332,229.3800048828125,152735200,57931200,4.372413377562445e-05,0.009517273444330066
2017-02-08,30.84532928466797,205.674072265625,33.0099983215332,229.24000549316406,33.05500030517578,229.38999938964844,32.80500030517578,228.30999755859375,32.837501525878906,228.94000244140625,92016400,51566200,0.0013104003169328582,0.0038774006809785266
2017-02-09,31.06821632385254,206.8942413330078,33.10499954223633,230.60000610351562,33.11249923706055,230.9499969482422,32.779998779296875,229.24000549316406,32.912498474121094,229.24000549316406,113399600,65955200,0.005932649527842226,0.002877952909229764
2017-02-10,30.99782943725586,207.710693359375,33.029998779296875,231.50999450683594,33.23500061035156,231.77000427246094,33.01250076293945,230.6199951171875,33.1150016784668,231.0,80262000,66015900,0.003946176839699778,-0.0022655418811822203
2017-02-13,31.2723331451416,208.84117126464844,33.3224983215332,232.77000427246094,33.45500183105469,233.07000732421875,33.1875,232.0500030517578,33.27000045776367,232.0800018310547,92141600,55182100,0.005442571791810069,0.00885557229931444
2017-02-14,31.678218841552734,209.67556762695312,33.755001068115234,233.6999969482422,33.772499084472656,233.7100067138672,33.3125,232.16000366210938,33.36750030517578,232.55999755859375,132904800,71109000,0.003995328688024102,0.012979301323950976
2017-02-15,31.793174743652344,210.77015686035156,33.877498626708984,234.9199981689453,34.067501068115234,235.13999938964844,33.654998779296875,233.38999938964844,33.880001068115234,233.4499969482422,142492400,86785800,0.005220373284700264,0.0036290195442909567
2017-02-16,31.75564956665039,210.59072875976562,33.837501525878906,234.72000122070312,33.974998474121094,235.16000366210938,33.709999084472656,233.85000610351562,33.91749954223633,234.9499969482422,90338400,84722400,-0.0008513406683170466,-0.0011806391395894344
2017-02-17,31.842449188232422,210.92269897460938,33.93000030517578,235.08999633789062,33.95750045776367,235.08999633789062,33.775001525878906,233.92999267578125,33.775001525878906,233.9499969482422,88792800,77204100,0.0015763254740255306,0.00273361729222632
2017-02-21,32.072383880615234,212.17880249023438,34.17499923706055,236.49000549316406,34.1875,236.69000244140625,33.994998931884766,235.50999450683594,34.057498931884766,235.52000427246094,98028800,88946100,0.005955205143060249,0.007220717055148151
2017-02-22,32.168582916259766,211.99032592773438,34.27750015258789,236.27999877929688,34.279998779296875,236.5399932861328,34.02750015258789,235.8300018310547,34.10749816894531,236.02000427246094,83347600,62115200,-0.0008880151760716215,0.0029992953274506906
