Date,Adj Close AAPL,Adj Close SPY,Close AAPL,Close SPY,High AAPL,High SPY,Low AAPL,Low SPY,Open AAPL,Open SPY,Volume AAPL,Volume SPY,SPY Daily Return,AAPL Daily Return
2017-02-23,32.032493591308594,212.13389587402344,34.13249969482422,236.44000244140625,34.369998931884766,236.89999389648438,34.07500076293945,235.55999755859375,34.345001220703125,236.8800048828125,83152800,74615900,0.0006771781908583296,-0.004230193483136024
2017-02-24,32.0629997253418,212.40309143066406,34.165000915527344,236.74000549316406,34.165000915527344,236.7899932861328,33.81999969482422,235.41000366210938,33.977500915527344,235.4600067138672,87106400,82381600,0.0012688337365085456,0.0009522074560526228
2017-02-27,32.12633514404297,212.7350311279297,34.23249816894531,237.11000061035156,34.36000061035156,237.30999755859375,34.06999969482422,236.35000610351562,34.28499984741211,236.63999938964844,81029600,56515400,0.001562875342579817,0.0019756256873768585
2017-02-28,32.14042282104492,212.1608428955078,34.247501373291016,236.47000122070312,34.36000061035156,236.9499969482422,34.17499923706055,236.02000427246094,34.27000045776367,236.6699981689453,93931600,96961900,-0.002699166580916068,0.0004382737208268317
2017-03-01,32.79734420776367,215.1305389404297,34.9474983215332,239.77999877929688,35.037498474121094,240.32000732421875,34.400001525878906,238.3699951171875,34.47249984741211,238.38999938964844,145658400,149158200,0.01399753686094174,0.020439358206379987
2017-03-02,32.60261917114258,213.77577209472656,34.7400016784668,238.27000427246094,35.06999969482422,239.57000732421875,34.689998626708984,238.2100067138672,35.0,239.55999755859375,104844000,70246000,-0.006297416442252124,-0.005937381873727832
2017-03-03,32.795005798339844,213.91038513183594,34.94499969482422,238.4199981689453,34.95750045776367,238.61000061035156,34.647499084472656,237.72999572753906,34.69499969482422,238.1699981689453,84432400,81974300,0.0006295122919159901,0.0059009213141312244
2017-03-06,32.69178771972656,213.2733612060547,34.834999084472656,237.7100067138672,34.942501068115234,238.1199951171875,34.650001525878906,237.00999450683594,34.842498779296875,237.5,87000000,55391500,-0.0029779022755256346,-0.003147821185067956
2017-03-07,32.734004974365234,212.63633728027344,34.880001068115234,237.0,34.994998931884766,237.77000427246094,34.6974983215332,236.75999450683594,34.76499938964844,237.36000061035156,69785200,65103700,-0.0029868608548812015,0.0012918611977985606
2017-03-08,32.61200714111328,212.24156188964844,34.75,236.55999755859375,34.95000076293945,237.63999938964844,34.70500183105469,236.39999389648438,34.73749923706055,237.33999633789062,74828800,78168800,-0.0018565503856803334,-0.003727094728620095
2017-03-09,32.53692626953125,212.51072692871094,34.66999816894531,236.86000061035156,34.6974983215332,237.24000549316406,34.26250076293945,235.74000549316406,34.685001373291016,236.6999969482422,88623600,90683900,0.001268190120282231,-0.002302210965602569
2017-03-10,32.64484786987305,213.25540161132812,34.78499984741211,237.69000244140625,34.84000015258789,238.02000427246094,34.65999984741211,236.58999633789062,34.8125,237.97000122070312,78451200,81991700,0.0035041874057075706,0.003317037338923301
2017-03-13,32.658935546875,213.36309814453125,34.79999923706055,237.80999755859375,34.85749816894531,237.86000061035156,34.70500183105469,237.24000549316406,34.712501525878906,237.6199951171875,69686800,57256800,0.0005048387225166096,0.00043120280909114683
2017-03-14,32.609649658203125,212.54660034179688,34.747501373291016,236.89999389648438,34.912498474121094,237.24000549316406,34.709999084472656,236.19000244140625,34.82500076293945,237.17999267578125,61236400,59880800,-0.003826599686521437,-0.0015085593367951677
2017-03-15,32.95454406738281,214.3858642578125,35.1150016784668,238.9499969482422,35.1875,239.44000244140625,34.75749969482422,237.2899932861328,34.852500915527344,237.55999755859375,102767200,96081800,0.00865345337515544,0.010576308817941804
2017-03-16,33.00850296020508,213.9641571044922,35.17250061035156,238.47999572753906,35.255001068115234,239.1999969482422,35.064998626708984,238.10000610351562,35.18000030517578,239.11000061035156,76928000,78344000,-0.0019669438238366643,0.0016374463658370697
2017-03-17,32.844276428222656,213.58839416503906,34.997501373291016,237.02999877929688,35.25,237.97000122070312,34.97249984741211,237.02999877929688,35.25,237.75,175540000,89002100,-0.006080161750333102,-0.0049754562235772015
2017-03-20,33.18916320800781,213.3541259765625,35.3650016784668,236.77000427246094,35.375,237.36000061035156,35.057498931884766,236.32000732421875,35.099998474121094,237.02999877929688,86168000,52537000,-0.0010968843951183471,0.010500758361459583
2017-03-21,32.80908203125,210.6147918701172,34.959999084472656,233.72999572753906,35.70000076293945,237.61000061035156,34.932498931884766,233.5800018310547,35.52750015258789,237.47000122070312,158119600,131809300,-0.012839500317040176,-0.01145207337119225
2017-03-22,33.179779052734375,211.11036682128906,35.35499954223633,234.27999877929688,35.400001525878906,234.61000061035156,34.939998626708984,233.0500030517578,34.962501525878906,233.77000427246094,103440800,97569200,0.0023531556146476618,0.011298640392102044
2017-03-23,33.062469482421875,210.8850860595703,35.22999954223633,234.02999877929688,35.39500045776367,235.33999633789062,35.15250015258789,233.60000610351562,35.314998626708984,234.27999877929688,81385200,100410300,-0.0010670992031014404,-0.003535567857967936
2017-03-24,32.99678039550781,210.73191833496094,35.15999984741211,233.86000061035156,35.435001373291016,235.0399932861328,35.087501525878906,232.9600067138672,35.375,234.3800048828125,89582400,112504900,-0.000726394777729511,-0.001986934309786137
2017-03-27,33.053096771240234,210.515625,35.220001220703125,233.6199951171875,35.30500030517578,233.9199981689453,34.654998779296875,231.61000061035156,34.84749984741211,231.92999267578125,94300400,87454500,-0.0010262785108084982,0.0017065237073778938
2017-03-28,33.73817825317383,212.0475311279297,35.95000076293945,235.32000732421875,36.0099983215332,235.80999755859375,35.154998779296875,233.13999938964844,35.227500915527344,233.27000427246094,133499200,93483900,0.007276826652523827,0.020726846023140233
2017-03-29,33.81324768066406,212.24575805664062,36.029998779296875,235.5399932861328,36.122501373291016,235.80999755859375,35.79750061035156,234.72999572753906,35.91999816894531,234.99000549316406,116760000,61950400,0.0009348374769126977,0.0022252577095878134
2017-03-30,33.7686767578125,212.92160034179688,35.98249816894531,236.2899932861328,36.125,236.52000427246094,35.875,235.27000427246094,36.04750061035156,235.47000122070312,84829200,56737900,0.0031841726304582263,-0.0013183628076850473
2017-03-31,33.705322265625,212.426025390625,35.915000915527344,235.74000549316406,36.067501068115234,236.50999450683594,35.752498626708984,235.67999267578125,35.93000030517578,235.89999389648438,78646800,73733100,-0.002327596633780238,-0.0018758356660244502
2017-04-03,33.7147102355957,212.0565185546875,35.92499923706055,235.3300018310547,36.029998779296875,236.02999877929688,35.76250076293945,233.91000366210938,35.9275016784668,235.8000030517578,79942800,85546500,-0.0017392197020257294,0.0002783884526891267
2017-04-04,33.96575164794922,212.1916961669922,36.192501068115234,235.47999572753906,36.22249984741211,235.5800018310547,35.79249954223633,234.55999755859375,35.8125,235.0,79565600,56466200,0.0006373768551282133,0.007446119324582501
2017-04-05,33.78978729248047,211.56092834472656,36.005001068115234,234.77999877929688,36.3650016784668,237.38999938964844,35.95249938964844,234.5399932861328,36.05500030517578,236.25999450683594,110871600,108800600,-0.0029726386994337606,-0.005180631193382301
2017-04-06,33.705322265625,212.1556854248047,35.915000915527344,235.44000244140625,36.130001068115234,236.0399932861328,35.86249923706055,234.42999267578125,36.0724983215332,234.94000244140625,84596000,69135800,0.0028111579586889146,-0.0024996569898061427
2017-04-07,33.63024139404297,211.93943786621094,35.834999084472656,235.1999969482422,36.04499816894531,236.0,35.817501068115234,234.63999938964844,35.932498931884766,235.14999389648438,66688800,74412300,-0.0010193913127561904,-0.002227532479891936
2017-04-10,33.59035873413086,212.06552124023438,35.79249954223633,235.33999633789062,35.970001220703125,236.25999450683594,35.724998474121094,234.72999572753906,35.900001525878906,235.36000061035156,75733600,67615300,0.0005952355079292815,-0.0011859786053334265
2017-04-11,33.22904968261719,211.81324768066406,35.407501220703125,235.05999755859375,35.837501525878906,235.17999267578125,35.01499938964844,233.33999633789062,35.73500061035156,234.89999389648438,121517600,88045300,-0.0011897628267779625,-0.010756396632174092
2017-04-12,33.26892852783203,210.8850860595703,35.45000076293945,234.02999877929688,35.537498474121094,234.9600067138672,35.252498626708984,233.77000427246094,35.400001525878906,234.74000549316406,81400000,81864400,-0.0043818548030066795,0.0012002976988243486
2017-04-13,33.09297561645508,209.51544189453125,35.26250076293945,232.50999450683594,35.595001220703125,234.49000549316406,35.26250076293945,232.50999450683594,35.477500915527344,233.63999938964844,71291600,92880400,-0.00649491210694908,-0.0052891395194557544
2017-04-17,33.27597427368164,211.37171936035156,35.45750045776367,234.57000732421875,35.470001220703125,234.57000732421875,35.217498779296875,232.8800048828125,35.369998931884766,233.11000061035156,66328400,68405400,0.008859889321111591,0.005529945143004866
2017-04-18,33.1281623840332,210.74093627929688,35.29999923706055,233.8699951171875,35.5099983215332,234.49000549316406,35.27750015258789,233.0800018310547,35.352500915527344,233.72000122070312,58790000,83225800,-0.0029842357725798907,-0.004441971900719266
2017-04-19,33.006160736083984,210.35345458984375,35.16999816894531,233.44000244140625,35.5,234.9499969482422,35.11249923706055,233.17999267578125,35.470001220703125,234.52000427246094,69313600,68699900,-0.001838597018680388,-0.003682749884559522
2017-04-20,33.41909408569336,212.06552124023438,35.61000061035156,235.33999633789062,35.72999954223633,235.85000610351562,35.290000915527344,233.77999877929688,35.30500030517578,234.14999389648438,93278400,92572200,0.008139110163697394,0.012510732565086391
2017-04-21,33.379207611083984,211.38973999023438,35.567501068115234,234.58999633789062,35.66999816894531,235.30999755859375,35.462501525878906,234.1300048828125,35.61000061035156,235.25,69283600,110389800,-0.003186878608271826,-0.0011934721007551552
2017-04-24,33.70063781738281,213.71456909179688,35.90999984741211,237.1699981689453,35.98749923706055,237.41000366210938,35.79499816894531,234.55999755859375,35.875,237.17999267578125,68537200,119209900,0.010997919226438668,0.009629542953859982
2017-04-25,33.909446716308594,214.95809936523438,36.13249969482422,238.5500030517578,36.224998474121094,238.9499969482422,35.967498779296875,237.80999755859375,35.977500915527344,237.91000366210938,75486000,76698300,0.005818631755562409,0.006196041446882461
2017-04-26,33.710018157958984,214.82293701171875,35.91999816894531,238.39999389648438,36.150001525878906,239.52999877929688,35.845001220703125,238.35000610351562,36.11750030517578,238.50999450683594,80164800,84702500,-0.000628837364721746,-0.005881174224692365
2017-04-27,33.73582458496094,215.003173828125,35.9474983215332,238.60000610351562,36.040000915527344,238.9499969482422,35.82749938964844,237.97999572753906,35.97999954223633,238.77000427246094,56985200,57410300,0.0008389773999661898,0.0007655944874647158
2017-04-28,33.70298385620117,214.5345916748047,35.912498474121094,238.0800018310547,36.07500076293945,238.92999267578125,35.817501068115234,237.92999267578125,36.022499084472656,238.89999389648438,83441600,63532800,-0.0021793975656284603,-0.0009736379176946697
